gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2513707399	210	46.75	25	193	30	193	7.0e-46	177	COG0576	Molecular chaperone GrpE (heat shock protein)	193
2513707400	362	45.3	12	361	1	343	5.0e-95	341	COG1420	Transcriptional regulator of heat shock gene	346
2513707401	239	55.88	1	237	8	229	2.0e-77	281	COG0689	RNase PH	230
2513707402	138	27.54	4	128	2	138	7.0e-12	63.3	COG0346	Lactoylglutathione lyase and related lyases	138
2513707403	214	45.19	7	213	2	192	3.0e-59	221	COG0127	Xanthosine triphosphate pyrophosphatase	194
2513707404	400	40.68	24	398	35	409	2.0e-109	389	COG0635	Coproporphyrinogen III oxidase and related Fe-S oxidoreductases	416
2513707405	360	23.63	4	344	2	365	4.0e-47	182	COG1748	Saccharopine dehydrogenase and related proteins	389
2513707406	514	43.88	39	510	1	408	1.0e-115	410	COG0593	ATPase involved in DNA replication initiation	408
2513707407	92	49.43	1	87	1	87	6.0e-11	59.1	COG0268	Ribosomal protein S20	88
2513707408	257	44.57	1	254	2	257	4.0e-59	221	COG1024	Enoyl-CoA hydratase/carnithine racemase	257
2513707409	296	47.64	1	296	1	273	6.0e-93	334	COG0266	Formamidopyrimidine-DNA glycosylase	273
2513707410	258	52.48	18	258	1	238	1.0e-82	299	COG2226	Methylase involved in ubiquinone/menaquinone biosynthesis	238
2513707411	524	44.11	1	523	1	516	0.0e+00	509	COG0661	Predicted unusual protein kinase	517
2513707412	528	29.35	8	492	4	497	6.0e-68	252	COG2986	Histidine ammonia-lyase	498
2513707413	459	30.93	3	441	1	430	1.0e-66	247	COG0044	Dihydroorotase and related cyclic amidohydrolases	430
2513707414	426	25.79	40	411	35	406	7.0e-35	141	COG0624	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase and related deacylases	409
2513707415	365	28.78	1	329	1	327	2.0e-43	170	COG3535	Uncharacterized conserved protein	357
2513707417	553	52.54	5	550	4	555	0.0e+00	661	COG2987	Urocanate hydratase	561
2513707418	128	26.43	6	123	2	136	5.0e-08	50.2	COG0346	Lactoylglutathione lyase and related lyases	138
2513707419	416	25.91	35	416	16	393	1.0e-21	97.6	COG2814	Arabinose efflux permease	394
2513707420	292	36.86	1	290	1	287	4.0e-34	138	COG0583	Transcriptional regulator	297
2513707421	301	34.22	2	297	1	297	9.0e-37	147	COG0583	Transcriptional regulator	297
2513707422	254	43.25	3	248	2	249	2.0e-39	156	COG1028	Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	251
2513707423	249	41.34	3	247	2	251	2.0e-44	172	COG1028	Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	251
2513707424	401	49.37	3	399	2	390	6.0e-109	387	COG0452	Phosphopantothenoylcysteine synthetase/decarboxylase	392
2513707425	270	37.21	1	248	1	246	9.0e-54	203	COG0121	Predicted glutamine amidotransferase	252
2513707426	303	38.74	1	299	2	276	6.0e-62	230	COG1741	Pirin-related protein	276
2513707427	225	35.9	1	223	3	235	2.0e-32	132	COG2186	Transcriptional regulators	241
2513707428	430	49.61	36	421	5	390	1.0e-91	330	COG2807	Cyanate permease	395
2513707429	509	25.29	1	507	3	498	7.0e-57	215	COG2939	Carboxypeptidase C (cathepsin A)	498
2513707430	133	39.55	1	133	2	131	3.0e-28	117	COG3791	Uncharacterized conserved protein	133
2513707431	175	39.31	18	159	6	150	1.0e-27	115	COG1522	Transcriptional regulators	154
2513707432	128	29.23	1	127	2	127	2.0e-13	68	COG0251	Putative translation initiation inhibitor, yjgF family	130
2513707433	235	26.24	4	201	1	199	1.0e-19	89.9	COG0625	Glutathione S-transferase	211
2513707434	296	32.78	4	295	1	292	4.0e-31	128	COG0583	Transcriptional regulator	297
2513707435	527	56.63	1	521	1	528	0.0e+00	833	COG4108	Peptide chain release factor RF-3	528
2513707436	170	60.14	28	170	8	147	2.0e-51	195	COG0756	dUTPase	148
2513707439	154	33.56	6	146	4	149	1.0e-23	102	COG1522	Transcriptional regulators	154
2513707440	300	23.71	1	282	1	279	9.0e-07	47.8	COG2962	Predicted permeases	293
2513707441	172	38.03	26	167	14	154	6.0e-34	136	COG0783	DNA-binding ferritin-like protein (oxidative damage protectant)	156
2513707442	205	34.62	1	205	1	208	5.0e-21	94.6	COG1280	Putative threonine efflux protein	208
2513707443	320	58.03	10	312	1	300	1.0e-106	379	COG0031	Cysteine synthase	300
2513707444	510	54.53	14	506	1	490	0.0e+00	625	COG0606	Predicted ATPase with chaperone activity	490
2513707445	315	38.89	6	315	2	316	1.0e-72	266	COG0189	Glutathione synthase/Ribosomal protein S6 modification enzyme (glutaminyl transferase)	318
2513707446	162	37.23	42	135	22	115	9.0e-24	103	COG3450	Predicted enzyme of the cupin superfamily	116
2513707447	122	48.21	13	122	1	112	3.0e-23	100	COG0792	Predicted endonuclease distantly related to archaeal Holliday junction resolvase	114
2513707448	305	52.9	25	300	1	275	7.0e-97	347	COG0313	Predicted methyltransferases	275
2513707449	362	42.27	1	362	11	364	3.0e-93	335	COG0592	DNA polymerase sliding clamp subunit (PCNA homolog)	364
2513707450	199	64.58	7	198	1	192	4.0e-74	270	COG3963	Phospholipid N-methyltransferase	194
2513707451	193	22.92	4	185	6	196	1.0e-18	86.8	COG0406	Fructose-2,6-bisphosphatase	208
2513707452	235	48.71	1	230	8	238	1.0e-61	229	COG0284	Orotidine-5'-phosphate decarboxylase	240
2513707453	95	65.62	1	95	1	96	6.0e-33	131	COG5470	Uncharacterized conserved protein	96
2513707454	326	29.08	8	288	1	271	3.0e-35	142	COG0702	Predicted nucleoside-diphosphate-sugar epimerases	275
2513707456	265	42.44	1	262	4	270	2.0e-53	202	COG1968	Uncharacterized bacitracin resistance protein	270
2513707457	230	33.96	2	211	1	201	2.0e-29	122	COG0625	Glutathione S-transferase	211
2513707458	385	47.65	17	353	2	337	4.0e-100	358	COG1600	Uncharacterized Fe-S protein	337
2513707459	289	22.92	1	272	1	296	2.0e-22	100	COG0451	Nucleoside-diphosphate-sugar epimerases	314
2513707461	429	35.71	86	429	2	355	8.0e-72	264	COG0144	tRNA and rRNA cytosine-C5-methylases	355
2513707462	425	71.05	9	425	30	446	0.0e+00	626	COG3487	Uncharacterized iron-regulated protein	446
2513707463	512	64.66	32	512	1	481	0.0e+00	718	COG3488	Predicted thiol oxidoreductase	481
2513707464	366	43.87	1	366	4	359	1.0e-98	353	COG3489	Predicted periplasmic lipoprotein	359
2513707465	359	59.62	2	359	1	364	0.0e+00	467	COG3490	Uncharacterized protein conserved in bacteria	366
2513707467	149	29.71	8	145	6	141	5.0e-24	103	COG2050	Uncharacterized protein, possibly involved in aromatic compounds catabolism	141
2513707468	212	20.42	1	209	3	234	1.0e-22	100	COG0775	Nucleoside phosphorylase	234
2513707469	520	69.91	202	520	1	315	0.0e+00	565	COG0519	GMP synthase, PP-ATPase domain/subunit	315
2513707470	408	36.86	16	401	2	388	1.0e-53	203	COG2814	Arabinose efflux permease	394
2513707471	458	35.85	1	458	15	469	2.0e-92	333	COG1012	NAD-dependent aldehyde dehydrogenases	472
2513707472	99	34.62	8	85	6	83	9.0e-14	68.5	COG1359	Uncharacterized conserved protein	100
2513707473	227	32.04	22	226	11	188	6.0e-23	101	COG0693	Putative intracellular protease/amidase	188
2513707474	351	40.28	1	351	4	337	7.0e-81	294	COG1064	Zn-dependent alcohol dehydrogenases	339
2513707475	143	44.29	2	141	2	141	1.0e-26	112	COG3193	Uncharacterized protein, possibly involved in utilization of glycolate and propanediol	141
2513707476	954	32.01	141	563	1	414	9.0e-41	162	COG3903	Predicted ATPase	414
2513707477	299	31.31	1	291	1	296	3.0e-38	152	COG0583	Transcriptional regulator	297
2513707478	215	15.53	11	206	1	205	2.0e-20	93	COG1335	Amidases related to nicotinamidase	205
2513707479	176	20.22	3	175	1	163	1.0e-12	66.1	COG0262	Dihydrofolate reductase	167
2513707480	344	28.7	6	339	3	313	7.0e-33	134	COG0451	Nucleoside-diphosphate-sugar epimerases	314
2513707481	331	39.62	4	318	2	315	1.0e-83	303	COG0667	Predicted oxidoreductases (related to aryl-alcohol dehydrogenases)	316
2513707482	315	41.12	194	300	14	119	4.0e-20	92.6	COG2207	AraC-type DNA-binding domain-containing proteins	127
2513707483	293	41.56	140	293	1	154	6.0e-45	174	COG3449	DNA gyrase inhibitor	154
2513707484	156	29.33	4	144	14	163	2.0e-13	68.8	COG1670	Acetyltransferases, including N-acetylases of ribosomal proteins	187
2513707485	323	30.87	12	304	3	293	6.0e-35	141	COG0583	Transcriptional regulator	297
2513707487	96	26.14	4	91	3	85	9.0e-05	38.5	COG2002	Regulators of stationary/sporulation gene expression	89
2513707488	297	29.25	4	293	2	288	1.0e-38	153	COG0583	Transcriptional regulator	297
2513707491	244	48.99	1	243	1	245	2.0e-72	265	COG4221	Short-chain alcohol dehydrogenase of unknown specificity	246
2513707492	187	32.37	5	173	1	168	9.0e-30	123	COG0350	Methylated DNA-protein cysteine methyltransferase	168
2513707493	202	22.7	26	202	1	180	2.0e-12	66.1	COG1514	2'-5' RNA ligase	180
2513707494	367	37.5	15	356	1	329	3.0e-61	229	COG3608	Predicted deacylase	331
2513707495	116	37.29	1	116	1	117	5.0e-30	122	COG1393	Arsenate reductase and related proteins, glutaredoxin family	117
2513707496	157	48.05	5	157	2	154	1.0e-37	149	COG2606	Uncharacterized conserved protein	155
2513707497	128	26.77	2	128	1	125	5.0e-06	43.4	COG1846	Transcriptional regulators	126
2513707498	227	32.86	4	200	1	201	6.0e-30	124	COG0625	Glutathione S-transferase	211
2513707499	417	49.01	15	417	3	385	5.0e-127	448	COG2309	Leucyl aminopeptidase (aminopeptidase T)	385
2513707500	303	23.44	29	277	32	277	9.0e-08	51	COG5006	Predicted permease, DMT superfamily	292
2513707501	166	33.04	50	163	15	126	3.0e-09	54.9	COG1846	Transcriptional regulators	126
2513707502	197	34.5	1	197	1	188	2.0e-37	148	COG2249	Putative NADPH-quinone reductase (modulator of drug activity B)	189
2513707503	562	45.29	47	542	1	440	0.0e+00	483	COG1570	Exonuclease VII, large subunit	440
2513707506	335	20.85	11	286	5	279	2.0e-12	66.7	COG0463	Glycosyltransferases involved in cell wall biogenesis	291
2513707507	125	30.95	2	123	11	136	3.0e-05	40.7	COG2246	Predicted membrane protein	139
2513707508	328	27.22	1	328	3	340	8.0e-56	211	COG0673	Predicted dehydrogenases and related proteins	342
2513707509	315	42.11	1	315	1	309	2.0e-79	289	COG0667	Predicted oxidoreductases (related to aryl-alcohol dehydrogenases)	316
2513707510	147	22.7	1	134	10	147	2.0e-06	45.4	COG0456	Acetyltransferases	177
2513707512	165	62.58	2	164	1	163	3.0e-49	187	COG3685	Uncharacterized protein conserved in bacteria	167
2513707513	302	33.9	6	293	3	288	4.0e-36	145	COG0583	Transcriptional regulator	297
2513707514	331	44.89	1	318	1	315	9.0e-88	316	COG0667	Predicted oxidoreductases (related to aryl-alcohol dehydrogenases)	316
2513707516	807	41.34	143	806	1	650	0.0e+00	653	COG0072	Phenylalanyl-tRNA synthetase beta subunit	650
2513707517	360	51.59	1	343	3	335	2.0e-126	445	COG0016	Phenylalanyl-tRNA synthetase alpha subunit	335
2513707518	134	63.56	1	118	1	118	2.0e-41	161	COG0292	Ribosomal protein L20	118
2513707519	67	50.77	1	65	1	65	3.0e-10	56.8	COG0291	Ribosomal protein L35	65
2513707520	143	67.13	1	143	31	173	1.0e-52	198	COG0290	Translation initiation factor 3 (IF-3)	176
2513707521	274	21.03	33	245	17	261	2.0e-12	66.3	COG0596	Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily)	282
2513707522	199	56.02	1	188	1	191	2.0e-64	238	COG3672	Predicted periplasmic protein	191
2513707523	327	34.83	81	257	1	176	5.0e-38	152	COG1633	Uncharacterized conserved protein	176
2513707524	133	43.1	9	124	17	132	1.0e-33	135	COG2346	Truncated hemoglobins	133
2513707525	303	42.86	32	302	14	286	1.0e-43	170	COG5006	Predicted permease, DMT superfamily	292
2513707526	191	26.9	9	177	12	171	7.0e-21	93.8	COG2137	Uncharacterized protein conserved in bacteria	174
2513707527	341	33.64	28	340	23	310	1.0e-60	226	COG0123	Deacetylases, including yeast histone deacetylase and acetoin utilization protein	340
2513707528	203	22.96	1	184	4	196	6.0e-17	80.7	COG1011	Predicted hydrolase (HAD superfamily)	229
2513707529	172	26.19	38	160	40	165	1.0e-07	49.2	COG0456	Acetyltransferases	177
2513707530	188	31.93	9	117	2	120	2.0e-10	59.3	COG1396	Predicted transcriptional regulators	120
2513707531	232	37.61	12	228	1	218	4.0e-49	187	COG0819	Putative transcription activator	218
2513707532	610	69.44	10	610	4	603	0.0e+00	1081	COG0481	Membrane GTPase LepA	603
2513707533	150	32.33	8	140	4	131	1.0e-28	118	COG3791	Uncharacterized conserved protein	133
2513707534	182	39.29	18	181	7	174	2.0e-27	115	COG0110	Acetyltransferase (isoleucine patch superfamily)	190
2513707535	245	36.63	1	200	1	198	2.0e-37	149	COG0518	GMP synthase - Glutamine amidotransferase domain	198
2513707536	97	71.88	2	97	3	98	2.0e-42	164	COG3526	Uncharacterized protein conserved in bacteria	99
2513707542	354	26.05	11	335	2	314	4.0e-34	138	COG0451	Nucleoside-diphosphate-sugar epimerases	314
2513707544	180	47.06	1	170	1	167	2.0e-46	178	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase and related enzymes	173
2513707545	412	17.7	5	247	4	244	1.0e-13	70.9	COG0463	Glycosyltransferases involved in cell wall biogenesis	291
2513707546	382	41.35	1	365	2	369	3.0e-108	385	COG0399	Predicted pyridoxal phosphate-dependent enzyme apparently involved in regulation of cell wall biogenesis	374
2513707547	252	34.62	42	248	39	235	1.0e-44	173	COG3510	Cephalosporin hydroxylase	237
2513707550	532	29.46	79	506	2	447	2.0e-54	207	COG3206	Uncharacterized protein involved in exopolysaccharide biosynthesis	458
2513707551	349	21.45	44	311	64	366	3.0e-25	109	COG2730	Endoglucanase	407
2513707553	338	28.14	1	312	14	343	7.0e-18	84.8	COG1835	Predicted acyltransferases	386
2513707554	294	59.36	1	282	5	287	0.0e+00	466	COG0788	Formyltetrahydrofolate hydrolase	287
2513707555	975	38.13	543	973	12	445	1.0e-109	391	COG0160	4-aminobutyrate aminotransferase and related aminotransferases	447
2513707557	331	43.03	1	315	10	330	3.0e-66	245	COG3191	L-aminopeptidase/D-esterase	348
2513707558	306	28.48	1	300	1	297	4.0e-31	128	COG0583	Transcriptional regulator	297
2513707559	509	32.31	1	509	3	554	3.0e-80	293	COG0747	ABC-type dipeptide transport system, periplasmic component	556
2513707560	315	45.86	1	312	1	314	5.0e-79	287	COG0601	ABC-type dipeptide/oligopeptide/nickel transport systems, permease components	317
2513707561	287	42.21	1	287	1	289	3.0e-57	215	COG1173	ABC-type dipeptide/oligopeptide/nickel transport systems, permease components	289
2513707562	463	35.44	1	459	2	475	4.0e-106	378	COG0154	Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit and related amidases	475
2513707565	463	40.62	6	463	2	485	1.0e-128	453	COG0260	Leucyl aminopeptidase	485
2513707566	278	46.69	12	265	2	257	3.0e-51	195	COG5010	Flp pilus assembly protein TadD, contains TPR repeats	257
2513707567	210	33.5	7	207	6	208	7.0e-20	90.7	COG1280	Putative threonine efflux protein	208
2513707568	328	31.89	8	328	1	318	5.0e-34	138	COG2064	Flp pilus assembly protein TadC	320
2513707569	335	43.6	8	335	2	309	3.0e-76	278	COG4965	Flp pilus assembly protein TadB	309
2513707570	502	60.56	98	457	1	355	0.0e+00	493	COG4962	Flp pilus assembly protein, ATPase CpaF	355
2513707571	425	45.65	144	425	43	362	8.0e-83	301	COG4963	Flp pilus assembly protein, ATPase CpaE	366
2513707572	234	44.59	10	231	5	222	8.0e-52	197	COG5461	Type IV pili component	224
2513707573	499	40.87	26	499	1	455	6.0e-105	375	COG4964	Flp pilus assembly protein, secretin CpaC	455
2513707574	271	49.09	1	271	1	273	8.0e-62	230	COG3745	Flp pilus assembly protein CpaB	276
2513707575	170	44.91	1	166	3	168	1.0e-20	92.6	COG4960	Flp pilus assembly protein, protease CpaA	168
2513707576	61	53.57	1	56	1	56	2.0e-10	57.6	COG3847	Flp pilus assembly protein, pilin Flp	58
2513707578	211	21.5	12	211	2	184	6.0e-21	94.4	COG4961	Flp pilus assembly protein TadG	185
2513707579	193	19.89	9	193	7	185	4.0e-15	74.8	COG4961	Flp pilus assembly protein TadG	185
2513707580	406	55.88	1	406	1	393	0.0e+00	566	COG1015	Phosphopentomutase	397
2513707581	322	41.64	2	321	8	336	2.0e-91	329	COG1816	Adenosine deaminase	345
2513707582	209	63.33	1	209	1	210	7.0e-86	310	COG0035	Uracil phosphoribosyltransferase	210
2513707583	189	38.33	12	189	39	215	2.0e-36	145	COG3577	Predicted aspartyl protease	215
2513707584	435	49.66	1	435	2	434	0.0e+00	496	COG0213	Thymidine phosphorylase	435
2513707585	258	40.6	6	239	1	216	4.0e-52	198	COG0274	Deoxyribose-phosphate aldolase	228
2513707586	266	48.21	16	262	16	260	1.0e-67	249	COG0005	Purine nucleoside phosphorylase	262
2513707587	129	46.77	4	127	7	130	1.0e-41	162	COG0295	Cytidine deaminase	134
2513707588	323	49.85	1	323	1	304	2.0e-79	289	COG1079	Uncharacterized ABC-type transport system, permease component	304
2513707589	367	39.89	1	360	1	350	2.0e-69	256	COG4603	ABC-type uncharacterized transport system, permease component	356
2513707590	503	59.6	4	500	2	501	0.0e+00	677	COG3845	ABC-type uncharacterized transport systems, ATPase components	501
2513707591	330	42.18	1	330	11	345	1.0e-75	276	COG1744	Uncharacterized ABC-type transport system, periplasmic component/surface lipoprotein	345
2513707594	158	38.28	7	132	2	129	5.0e-23	100	COG1522	Transcriptional regulators	154
2513707595	183	45.98	1	173	2	175	2.0e-47	181	COG3545	Predicted esterase of the alpha/beta hydrolase fold	181
2513707598	434	32.09	11	429	1	381	2.0e-85	309	COG1488	Nicotinic acid phosphoribosyltransferase	405
2513707600	319	30.67	5	319	4	324	6.0e-59	221	COG0111	Phosphoglycerate dehydrogenase and related dehydrogenases	324
2513707601	545	72.47	3	536	1	534	0.0e+00	879	COG4172	ABC-type uncharacterized transport system, duplicated ATPase component	534
2513707602	382	67.4	21	381	4	341	0.0e+00	521	COG4239	ABC-type uncharacterized transport system, permease component	341
2513707603	362	71.15	1	361	1	364	0.0e+00	590	COG4174	ABC-type uncharacterized transport system, permease component	364
2513707604	610	28.13	6	610	7	560	3.0e-84	306	COG4166	ABC-type oligopeptide transport system, periplasmic component	562
2513707605	358	49.32	24	316	5	284	2.0e-94	339	COG3770	Murein endopeptidase	284
2513707606	126	59.52	1	126	1	125	5.0e-47	179	COG1803	Methylglyoxal synthase	142
2513707607	341	51.89	10	327	3	320	4.0e-116	411	COG0837	Glucokinase	320
2513707608	595	39.21	33	587	14	564	0.0e+00	464	COG1132	ABC-type multidrug transport system, ATPase and permease components	567
2513707609	274	51.5	6	271	3	266	5.0e-90	324	COG0289	Dihydrodipicolinate reductase	266
2513707610	211	47.83	2	206	1	230	2.0e-78	285	COG0588	Phosphoglycerate mutase 1	230
2513707611	245	36.71	9	245	2	236	2.0e-44	172	COG2188	Transcriptional regulators	236
2513707612	158	49.67	10	158	1	151	3.0e-39	154	COG3624	Uncharacterized enzyme of phosphonate metabolism	151
2513707613	202	57.73	4	197	2	194	5.0e-63	234	COG3625	Uncharacterized enzyme of phosphonate metabolism	196
2513707614	368	72.09	1	368	1	367	0.0e+00	581	COG3626	Uncharacterized enzyme of phosphonate metabolism	367
2513707615	291	81.27	4	286	9	291	0.0e+00	540	COG3627	Uncharacterized enzyme of phosphonate metabolism	291
2513707616	258	77.13	1	258	1	258	4.0e-130	457	COG4107	ABC-type phosphonate transport system, ATPase component	258
2513707617	235	68.94	1	235	1	235	1.0e-102	365	COG4778	ABC-type phosphonate transport system, ATPase component	235
2513707618	205	32.2	3	174	15	190	4.0e-26	111	COG0110	Acetyltransferase (isoleucine patch superfamily)	190
